pedido_id,data_pedido,produto,categoria,uf,canal,quantidade,preco_unitario,desconto_pct,valor_total,cliente_recorrente,avaliacao
PED-101648,26/10/2024,Mouse Sem Fio,Periféricos,SC,Loja Física,2,"R$ 186,74","13,5%","R$ 288,31",sim,2.0
PED-101649,06/03/2025,Mesa Ajustável,Mobiliário,RJ,Loja Física,3,"R$ 2.372,78","10,5%","R$ 9.282,94",sim,2.0
PED-101650,27/08/2024,Cadeira Ergo,Mobiliário,SP,Marketplace,1,"R$ 2.049,44","2,9%","R$ 1.141,86",nao,2.0
PED-101651,28/05/2025,Notebook Pro,Computadores,SP,E-commerce,3,"R$ 6.960,63","14,1%","R$ 26.829,97",sim,5.0
PED-101652,20/11/2024,Notebook Pro,Computadores,MG,Loja Física,1,"R$ 5.830,34","0,0%","R$ 5.474,63",nao,3.0
PED-101653,27/05/2024,Headset,Áudio,SC,Loja Física,1,"R$ 329,56","0,5%","R$ 415,55",nao,5.0
PED-101654,17/11/2024,Mesa Ajustável,Mobiliário,SP,Loja Física,2,"R$ 2.505,79","3,8%","R$ 4.526,34",sim,4.0
PED-101655,29/05/2024,Mouse Sem Fio,Periféricos,PR,Marketplace,4,"R$ 172,06","11,4%","R$ 772,19",nao,1.0
PED-101656,17/11/2024,Headset,Áudio,MG,Loja Física,2,"R$ 362,62","0,0%","R$ 680,99",sim,3.0
PED-101657,26/06/2024,Notebook Pro,Computadores,PR,Loja Física,1,"R$ 7.170,41","6,5%","R$ 8.040,79",sim,2.0
PED-101658,04/10/2024,Webcam HD,Áudio,RJ,Marketplace,4,"R$ 286,58","10,7%","R$ 913,27",sim,4.0
PED-101659,13/07/2024,Webcam HD,Áudio,SP,Marketplace,3,"R$ 301,15","7,3%","R$ 917,48",sim,1.0
PED-101660,30/11/2024,Webcam HD,Áudio,BA,E-commerce,1,"R$ 259,00","3,6%","R$ 234,43",sim,4.0
PED-101661,01/05/2025,Notebook Pro,Computadores,BA,Marketplace,1,"R$ 7.062,79","10,9%","R$ 9.411,46",nao,1.0
PED-101662,16/03/2025,Mouse Sem Fio,Periféricos,SP,Loja Física,2,"R$ 178,68","11,0%","R$ 463,22",sim,4.0
PED-101663,27/08/2024,Mouse Sem Fio,Periféricos,RS,Televendas,3,"R$ 175,10","21,6%","R$ 236,30",sim,3.0
PED-101664,15/11/2024,Mouse Sem Fio,Periféricos,RS,Marketplace,4,"R$ 183,12","5,8%","R$ 647,94",sim,4.0
PED-101665,25/07/2024,Webcam HD,Áudio,SP,Televendas,4,"R$ 285,59","0,0%","R$ 1.252,02",nao,2.0
PED-101666,18/07/2024,Headset,Áudio,SP,E-commerce,3,"R$ 304,20","1,8%","R$ 982,66",sim,3.0
PED-101667,11/02/2025,"Monitor 27""",Periféricos,RS,Televendas,2,"R$ 1.474,32","7,1%","R$ 3.671,11",sim,2.0
PED-101668,16/05/2025,Mesa Ajustável,Mobiliário,MG,E-commerce,3,"R$ 2.567,58","8,9%","R$ 10.488,21",sim,3.0
PED-101669,29/04/2024,Mouse Sem Fio,Periféricos,RJ,Televendas,2,"R$ 161,78","8,7%","R$ 377,74",sim,5.0
PED-101670,12/06/2024,Mesa Ajustável,Mobiliário,PR,Televendas,2,"R$ 2.225,39","3,1%","R$ 5.170,96",nao,
PED-101671,09/03/2024,Webcam HD,Áudio,PR,Televendas,1,"R$ 255,85","11,2%","R$ 279,27",nao,5.0
PED-101672,26/09/2025,Webcam HD,Áudio,MG,E-commerce,1,"R$ 265,54","11,7%","R$ 250,40",sim,3.0
PED-101673,22/03/2025,Mesa Ajustável,Mobiliário,SP,E-commerce,1,"R$ 2.285,56","0,0%","R$ 3.330,52",nao,2.0
PED-101674,11/04/2024,Headset,Áudio,RJ,Loja Física,2,"R$ 354,24","7,4%","R$ 838,74",sim,2.0
PED-101675,29/04/2025,Teclado Mecânico,Periféricos,MG,E-commerce,2,"R$ 384,88","6,0%","R$ 1.094,36",sim,2.0
PED-101676,14/07/2024,Notebook Pro,Computadores,SP,Marketplace,3,"R$ 6.831,12","6,3%","R$ 21.055,94",nao,5.0
PED-101677,08/07/2024,"Monitor 27""",Periféricos,MG,Marketplace,1,"R$ 1.375,64","7,6%","R$ 1.393,62",sim,1.0
PED-101678,08/11/2024,"Monitor 27""",Periféricos,SP,Loja Física,2,"R$ 1.512,73","5,5%","R$ 2.683,88",sim,1.0
PED-101679,11/02/2025,"Monitor 27""",Periféricos,RJ,E-commerce,1,"R$ 1.440,78","7,3%","R$ 1.791,48",sim,3.0
PED-101680,25/02/2025,Headset,Áudio,RJ,Loja Física,3,"R$ 358,47","2,4%","R$ 1.407,64",nao,4.0
PED-101681,22/01/2024,"Monitor 27""",Periféricos,BA,E-commerce,1,"R$ 1.365,09","6,9%","R$ 1.271,44",sim,1.0
PED-101682,19/04/2025,Teclado Mecânico,Periféricos,SP,,4,"R$ 414,76","5,7%","R$ 2.366,03",sim,1.0
PED-101683,15/09/2024,Mouse Sem Fio,Periféricos,BA,Loja Física,2,"R$ 175,06","14,7%","R$ 272,73",sim,5.0
PED-101684,09/08/2025,Cadeira Ergo,Mobiliário,RJ,Marketplace,3,"R$ 1.767,49","7,4%","R$ 5.699,73",sim,5.0
PED-101685,04/01/2025,"Monitor 27""",Periféricos,SP,Loja Física,4,"R$ 1.471,89","19,1%","R$ 5.680,48",sim,3.0
PED-101686,22/08/2025,"Monitor 27""",Periféricos,RJ,E-commerce,4,"R$ 1.572,51","2,5%","R$ 7.114,20",sim,3.0
PED-101687,11/06/2024,Cadeira Ergo,Mobiliário,MG,Televendas,2,"R$ 1.826,36","18,9%","R$ 3.552,58",sim,5.0
PED-101688,28/02/2025,Teclado Mecânico,Periféricos,PR,Marketplace,1,"R$ 401,23","9,1%","R$ 489,30",sim,5.0
PED-101689,10/08/2024,Cadeira Ergo,Mobiliário,BA,Loja Física,1,"R$ 1.852,14","6,1%","R$ 998,35",nao,5.0
PED-101690,03/07/2025,Teclado Mecânico,Periféricos,SP,Loja Física,2,"R$ 366,44","7,1%","R$ 877,22",sim,1.0
PED-101691,25/01/2025,"Monitor 27""",Periféricos,RJ,Marketplace,1,"R$ 1.455,24","0,7%","R$ 1.722,21",sim,1.0
PED-101692,26/04/2025,Notebook Pro,Computadores,SP,Marketplace,2,"R$ 6.666,55","7,0%","R$ 18.758,30",nao,4.0
PED-101693,12/01/2025,Mesa Ajustável,Mobiliário,PE,Loja Física,1,"R$ 2.404,22","10,1%","R$ 2.577,29",nao,2.0
PED-101694,03/05/2025,Webcam HD,Áudio,RJ,Marketplace,3,"R$ 293,37","12,0%","R$ 1.157,48",sim,4.0
PED-101695,08/04/2024,Webcam HD,Áudio,PR,Loja Física,3,"R$ 306,63","2,4%","R$ 1.148,10",nao,4.0
PED-101696,26/05/2024,Cadeira Ergo,Mobiliário,SC,E-commerce,1,"R$ 1.801,48","10,7%","R$ 2.037,94",sim,1.0
PED-101697,28/03/2025,Mouse Sem Fio,Periféricos,MG,Marketplace,1,"R$ 176,48","8,9%","R$ 234,20",sim,1.0
PED-101698,27/04/2024,Headset,Áudio,CE,E-commerce,1,"R$ 331,35","5,1%","R$ 401,94",sim,3.0
PED-101699,21/02/2024,Webcam HD,Áudio,SP,Loja Física,2,"R$ 278,94","18,4%","R$ 513,29",sim,4.0
PED-101700,23/12/2024,Headset,Áudio,BA,Marketplace,1,"R$ 359,31","4,0%","R$ 361,04",sim,5.0
PED-101701,12/09/2025,Webcam HD,Áudio,PR,Marketplace,1,"R$ 308,86","7,9%","R$ 303,89",sim,5.0
PED-101702,17/07/2024,Cadeira Ergo,Mobiliário,PR,Marketplace,5,"R$ 1.917,02","5,1%","R$ 9.969,52",sim,4.0
PED-101703,09/05/2024,Mouse Sem Fio,Periféricos,PR,E-commerce,1,"R$ 164,56","4,9%","R$ 198,31",nao,3.0
PED-101704,09/04/2025,Cadeira Ergo,Mobiliário,RJ,Loja Física,5,"R$ 1.802,58","4,3%","R$ 13.047,60",nao,2.0
PED-101705,11/06/2024,Notebook Pro,Computadores,MG,Loja Física,4,"R$ 6.213,63","5,8%","R$ 28.076,65",sim,4.0
PED-101706,11/05/2025,Headset,Áudio,SP,Marketplace,4,"R$ 311,24","15,2%","R$ 1.578,31",nao,1.0
PED-101707,08/05/2024,Webcam HD,Áudio,PR,Televendas,6,"R$ 314,96","4,2%","R$ 2.292,21",sim,5.0
PED-101708,30/04/2024,Headset,Áudio,MG,Loja Física,2,"R$ 332,48","9,0%","R$ 773,46",sim,4.0
PED-101709,26/09/2025,Webcam HD,Áudio,MG,E-commerce,1,"R$ 280,29","6,6%","R$ 279,63",sim,3.0
PED-101710,18/01/2025,Teclado Mecânico,Periféricos,RJ,Marketplace,4,"R$ 439,19","12,1%","R$ 1.840,49",sim,
PED-101711,02/07/2024,Notebook Pro,Computadores,SP,Televendas,1,"R$ 6.820,97","2,0%","R$ 7.327,79",sim,3.0
PED-101712,15/10/2024,Mesa Ajustável,Mobiliário,SP,Televendas,1,"R$ 2.221,37","7,0%","R$ 1.843,27",nao,5.0
PED-101713,22/01/2025,Mouse Sem Fio,Periféricos,RJ,Marketplace,1,"R$ 167,06","6,2%","R$ 186,72",sim,5.0
PED-101714,30/01/2024,Mouse Sem Fio,Periféricos,SP,E-commerce,2,"R$ 182,13","5,4%","R$ 344,61",sim,3.0
PED-101715,26/09/2025,"Monitor 27""",Periféricos,RJ,Marketplace,1,"R$ 1.382,03","5,6%","R$ 1.393,59",sim,4.0
PED-101716,02/11/2024,Notebook Pro,Computadores,SP,Loja Física,4,"R$ 7.221,68","9,1%","R$ 24.653,21",sim,2.0
PED-101717,31/08/2025,"Monitor 27""",Periféricos,RS,E-commerce,2,"R$ 1.457,31","10,2%","R$ 3.036,82",sim,2.0
PED-101718,20/05/2025,Notebook Pro,Computadores,RS,Loja Física,1,"R$ 6.472,43","6,5%","R$ 9.052,01",sim,5.0
PED-101719,28/01/2024,Cadeira Ergo,Mobiliário,SP,Marketplace,4,"R$ 1.939,66","11,1%","R$ 6.896,21",sim,5.0
PED-101720,27/05/2025,Cadeira Ergo,Mobiliário,RS,Marketplace,1,"R$ 1.955,39","2,7%","R$ 2.846,15",nao,4.0
PED-101721,29/11/2024,Mesa Ajustável,Mobiliário,MG,Marketplace,1,"R$ 2.192,58","8,8%","R$ 1.876,80",sim,4.0
PED-101722,18/07/2025,Headset,Áudio,GO,Marketplace,1,"R$ 321,20","5,5%","R$ 391,05",nao,3.0
PED-101723,19/01/2025,"Monitor 27""",Periféricos,SP,E-commerce,2,"R$ 1.433,78","14,6%","R$ 2.920,29",sim,4.0
PED-101724,27/06/2024,Mesa Ajustável,Mobiliário,CE,Televendas,1,"R$ 2.559,65","10,4%","R$ 2.750,04",sim,2.0
PED-101725,25/03/2025,Mouse Sem Fio,Periféricos,PR,Loja Física,2,"R$ 196,03","17,0%","R$ 474,25",sim,2.0
PED-101726,01/07/2024,Webcam HD,Áudio,SP,Marketplace,4,"R$ 300,19","4,9%","R$ 1.251,85",nao,3.0
PED-101727,02/08/2024,"Monitor 27""",Periféricos,PR,E-commerce,3,"R$ 1.568,94","5,5%","R$ 2.551,95",sim,5.0
PED-101728,11/01/2025,Cadeira Ergo,Mobiliário,RJ,E-commerce,2,"R$ 1.786,61","3,1%","R$ 4.127,52",nao,5.0
PED-101729,28/07/2024,Teclado Mecânico,Periféricos,RJ,Televendas,1,"R$ 424,19","18,6%","R$ 378,28",sim,3.0
PED-101730,21/08/2025,Teclado Mecânico,Periféricos,PR,Marketplace,2,"R$ 427,57","13,5%","R$ 858,90",nao,3.0
PED-101731,03/01/2024,Webcam HD,Áudio,SC,E-commerce,3,"R$ 284,38","3,8%","R$ 820,65",sim,1.0
PED-101732,03/09/2024,Notebook Pro,Computadores,PE,Loja Física,3,"R$ 6.253,32","12,4%","R$ 15.012,77",sim,2.0
PED-101733,23/01/2024,Cadeira Ergo,Mobiliário,SP,Loja Física,2,"R$ 1.909,84","4,7%","R$ 3.638,43",sim,3.0
PED-101734,05/04/2025,"Monitor 27""",Periféricos,RS,Televendas,2,"R$ 1.462,76","14,4%","R$ 3.787,24",sim,4.0
PED-101735,18/12/2024,Webcam HD,Áudio,SP,Marketplace,2,"R$ 288,14","7,4%","R$ 558,41",sim,3.0
PED-101736,05/04/2024,Teclado Mecânico,Periféricos,MG,Televendas,1,"R$ 439,93","3,3%","R$ 543,76",nao,5.0
PED-101737,18/02/2024,Notebook Pro,Computadores,RS,Loja Física,1,"R$ 6.099,50","8,2%","R$ 6.317,95",nao,3.0
PED-101738,22/04/2025,Cadeira Ergo,Mobiliário,SP,Loja Física,2,"R$ 2.061,89","0,0%","R$ 6.238,44",sim,5.0
PED-101739,09/05/2024,Notebook Pro,Computadores,PR,E-commerce,6,"R$ 7.580,50","13,4%","R$ 49.910,99",nao,2.0
PED-101740,22/06/2025,Webcam HD,Áudio,RJ,E-commerce,2,"R$ 286,49","0,0%","R$ 809,00",sim,4.0
PED-101741,01/08/2024,Mouse Sem Fio,Periféricos,SC,E-commerce,1,"R$ 177,71","12,8%","R$ 89,00",nao,5.0
PED-101742,17/12/2024,Mouse Sem Fio,Periféricos,PR,Televendas,1,"R$ 180,42","8,4%","R$ 172,95",sim,5.0
PED-101743,15/02/2024,Mouse Sem Fio,Periféricos,SP,Loja Física,1,"R$ 162,21","7,9%","R$ 168,47",sim,2.0
PED-101744,20/11/2024,Mesa Ajustável,Mobiliário,RJ,E-commerce,1,"R$ 2.676,28","10,4%","R$ 2.252,66",sim,3.0
PED-101745,20/01/2024,Teclado Mecânico,Periféricos,SP,Marketplace,1,"R$ 445,19","9,8%","R$ 401,40",nao,3.0
PED-101746,22/05/2024,Headset,Áudio,SP,Loja Física,1,"R$ 361,01","8,5%","R$ 418,55",sim,3.0
PED-101747,16/08/2025,Mouse Sem Fio,Periféricos,RJ,Televendas,2,"R$ 183,99","7,1%","R$ 396,96",sim,5.0
PED-101748,17/09/2025,"Monitor 27""",Periféricos,SP,E-commerce,2,"R$ 1.490,58","9,2%","R$ 2.892,35",sim,1.0
PED-101749,05/10/2024,Teclado Mecânico,Periféricos,SC,Loja Física,1,"R$ 449,90","6,3%","R$ 376,12",nao,5.0
PED-101750,04/08/2025,Headset,Áudio,MG,Loja Física,2,"R$ 334,92","11,7%","R$ 686,31",nao,5.0
PED-101751,11/05/2024,Teclado Mecânico,Periféricos,MG,Loja Física,1,"R$ 420,11","8,4%","R$ 487,58",nao,1.0
PED-101752,10/01/2025,Teclado Mecânico,Periféricos,MG,Loja Física,3,"R$ 443,20","9,8%","R$ 1.429,66",nao,1.0
PED-101753,29/03/2025,"Monitor 27""",Periféricos,SP,Televendas,5,"R$ 1.374,47","12,3%","R$ 8.780,48",nao,1.0
PED-101754,23/07/2025,Mouse Sem Fio,Periféricos,SP,Marketplace,3,"R$ 171,40","16,4%","R$ 553,93",sim,3.0
PED-101755,07/01/2024,Notebook Pro,Computadores,RJ,Televendas,5,"R$ 7.061,82","7,5%","R$ 32.657,41",sim,5.0
PED-101756,15/01/2025,Mesa Ajustável,Mobiliário,RS,E-commerce,3,"R$ 2.526,97","1,3%","R$ 8.919,61",sim,4.0
PED-101757,05/06/2024,Cadeira Ergo,Mobiliário,BA,Loja Física,1,"R$ 1.785,19","9,3%","R$ 1.941,43",sim,2.0
PED-101758,04/09/2024,Mesa Ajustável,Mobiliário,RJ,Loja Física,6,"R$ 2.395,50","13,9%","R$ 11.305,76",nao,5.0
PED-101759,06/09/2025,Mouse Sem Fio,Periféricos,SP,Marketplace,1,"R$ 172,22","0,0%","R$ 184,02",sim,2.0
PED-101760,22/02/2025,Mouse Sem Fio,Periféricos,SP,Loja Física,5,"R$ 170,94","9,7%","R$ 1.035,04",sim,4.0
PED-101761,28/07/2025,Teclado Mecânico,Periféricos,RS,Televendas,2,"R$ 432,56","7,4%","R$ 1.031,96",sim,3.0
PED-101762,01/05/2024,Cadeira Ergo,Mobiliário,RS,,2,"R$ 1.828,69","0,0%","R$ 4.632,87",sim,1.0
PED-101763,10/02/2025,Teclado Mecânico,Periféricos,SP,Loja Física,2,"R$ 441,22","7,6%","R$ 1.093,64",sim,2.0
PED-101764,15/08/2025,"Monitor 27""",Periféricos,RJ,Loja Física,1,"R$ 1.463,56","14,8%","R$ 1.446,48",sim,2.0
PED-101765,29/02/2024,Webcam HD,Áudio,RJ,E-commerce,1,"R$ 326,87","7,5%","R$ 340,84",nao,3.0
PED-101766,12/07/2025,Headset,Áudio,RJ,Loja Física,2,"R$ 329,05","7,5%","R$ 783,81",sim,5.0
PED-101767,22/07/2024,Mesa Ajustável,Mobiliário,RJ,,1,"R$ 2.370,21","12,9%","R$ 2.261,62",nao,2.0
PED-101768,26/09/2024,Mesa Ajustável,Mobiliário,PR,Televendas,1,"R$ 2.339,43","5,1%","R$ 2.027,11",sim,1.0
PED-101769,18/01/2024,Mesa Ajustável,Mobiliário,MG,Loja Física,2,"R$ 2.337,92","5,0%","R$ 4.443,78",sim,1.0
PED-101770,20/06/2025,Teclado Mecânico,Periféricos,SP,Loja Física,5,"R$ 442,31","3,6%","R$ 3.011,43",sim,1.0
PED-101771,20/05/2024,"Monitor 27""",Periféricos,PE,Marketplace,1,"R$ 1.453,72","1,6%","R$ 1.811,44",nao,4.0
PED-101772,26/09/2025,Cadeira Ergo,Mobiliário,SP,E-commerce,3,"R$ 1.803,12","0,0%","R$ 5.779,93",sim,3.0
PED-101773,17/01/2024,"Monitor 27""",Periféricos,SP,Marketplace,2,"R$ 1.407,53","16,4%","R$ 2.353,10",nao,3.0
PED-101774,11/03/2024,Cadeira Ergo,Mobiliário,SP,Marketplace,1,"R$ 2.044,59","4,7%","R$ 2.393,11",sim,4.0
PED-101775,21/03/2024,Cadeira Ergo,Mobiliário,MG,Loja Física,4,"R$ 1.723,78","13,2%","R$ 7.352,52",sim,3.0
PED-101776,10/03/2025,Notebook Pro,Computadores,SP,E-commerce,1,"R$ 6.811,32","6,9%","R$ 9.244,92",nao,5.0
PED-101777,09/02/2025,Mesa Ajustável,Mobiliário,RJ,Marketplace,3,"R$ 2.511,45","3,3%","R$ 9.770,91",nao,4.0
PED-101778,11/05/2024,Cadeira Ergo,Mobiliário,PR,Televendas,2,"R$ 1.872,36","6,8%","R$ 4.419,14",nao,4.0
PED-101779,05/03/2024,Headset,Áudio,GO,Loja Física,2,"R$ 344,77","7,6%","R$ 782,99",nao,4.0
PED-101780,16/06/2024,Notebook Pro,Computadores,PE,Loja Física,3,"R$ 7.692,92","11,3%","R$ 24.544,26",nao,1.0
PED-101781,09/04/2024,Webcam HD,Áudio,SP,Televendas,5,"R$ 244,55","10,3%","R$ 1.402,61",sim,3.0
PED-101782,03/04/2025,Mouse Sem Fio,Periféricos,PE,Marketplace,1,"R$ 183,56","6,3%","R$ 260,18",sim,3.0
PED-101783,31/07/2025,Cadeira Ergo,Mobiliário,RS,Loja Física,4,"R$ 1.926,17","5,7%","R$ 9.357,53",sim,2.0
PED-101784,01/10/2024,"Monitor 27""",Periféricos,SC,Loja Física,3,"R$ 1.472,72","13,1%","R$ 3.426,97",sim,3.0
PED-101785,02/08/2024,Webcam HD,Áudio,SP,Televendas,4,"R$ 317,34","9,8%","R$ 657,08",sim,4.0
PED-101786,30/11/2024,Mesa Ajustável,Mobiliário,SP,Marketplace,3,"R$ 2.215,76","0,4%","R$ 6.215,57",sim,5.0
PED-101787,01/08/2024,Notebook Pro,Computadores,RS,Marketplace,3,"R$ 7.080,39","9,4%","R$ 11.045,68",nao,1.0
PED-101788,26/04/2024,Webcam HD,Áudio,MG,Televendas,2,"R$ 275,34","2,7%","R$ 685,23",sim,3.0
PED-101789,25/02/2024,Webcam HD,Áudio,PR,Marketplace,5,"R$ 264,84","3,6%","R$ 1.439,98",sim,4.0
PED-101790,20/02/2025,Headset,Áudio,RS,E-commerce,3,"R$ 335,73","0,5%","R$ 1.343,94",sim,4.0
PED-101791,24/05/2025,Cadeira Ergo,Mobiliário,RS,E-commerce,1,"R$ 1.844,00","14,7%","R$ 2.353,28",sim,
PED-101792,28/11/2024,Notebook Pro,Computadores,MG,Marketplace,3,"R$ 6.611,03","10,7%","R$ 16.634,73",sim,2.0
PED-101793,08/03/2025,Headset,Áudio,MG,Televendas,1,"R$ 320,68","6,5%","R$ 436,95",sim,5.0
PED-101794,15/03/2024,Cadeira Ergo,Mobiliário,PR,E-commerce,1,"R$ 1.899,97","7,0%","R$ 2.170,12",sim,5.0
PED-101795,16/12/2024,Mouse Sem Fio,Periféricos,SC,Loja Física,1,"R$ 166,37","8,7%","R$ 159,06",sim,2.0
PED-101796,06/03/2025,Teclado Mecânico,Periféricos,SP,Loja Física,3,"R$ 428,77","14,4%","R$ 1.603,66",sim,5.0
PED-101797,30/01/2025,Mouse Sem Fio,Periféricos,SP,Loja Física,4,"R$ 153,75","3,9%","R$ 704,44",sim,4.0
PED-101798,16/01/2024,Cadeira Ergo,Mobiliário,RJ,Marketplace,3,"R$ 1.967,40","3,3%","R$ 5.709,75",sim,4.0
PED-101799,05/03/2024,"Monitor 27""",Periféricos,SC,Loja Física,4,"R$ 1.427,54","12,6%","R$ 6.131,59",nao,3.0
PED-101800,22/09/2025,"Monitor 27""",Periféricos,PE,Loja Física,1,"R$ 1.520,89","3,2%","R$ 1.573,23",sim,5.0
PED-101801,15/06/2024,Mouse Sem Fio,Periféricos,CE,E-commerce,1,"R$ 186,00","11,3%","R$ 197,84",nao,2.0
PED-101802,28/05/2024,Mesa Ajustável,Mobiliário,PE,Televendas,4,"R$ 2.281,93","12,4%","R$ 10.126,03",sim,5.0
PED-101803,08/01/2025,"Monitor 27""",Periféricos,SP,Loja Física,3,"R$ 1.399,52","9,8%","R$ 4.514,83",nao,3.0
PED-101804,14/04/2025,Teclado Mecânico,Periféricos,CE,Marketplace,6,"R$ 399,72","12,2%","R$ 3.185,86",sim,3.0
PED-101805,01/09/2025,"Monitor 27""",Periféricos,SP,E-commerce,3,"R$ 1.488,37","7,4%","R$ 4.417,43",sim,5.0
PED-101806,20/04/2025,"Monitor 27""",Periféricos,MG,E-commerce,1,"R$ 1.588,63","9,4%","R$ 2.177,54",sim,2.0
PED-101807,06/06/2025,Webcam HD,Áudio,RJ,Loja Física,4,"R$ 253,83","1,0%","R$ 1.419,85",sim,5.0
PED-101808,09/08/2025,Mesa Ajustável,Mobiliário,RS,Loja Física,2,"R$ 2.653,62","2,0%","R$ 6.035,76",sim,2.0
PED-101809,14/02/2025,Teclado Mecânico,Periféricos,SP,Loja Física,3,"R$ 413,58","8,0%","R$ 1.530,69",nao,3.0
PED-101810,22/01/2025,Webcam HD,Áudio,SP,Loja Física,2,"R$ 299,12","9,6%","R$ 644,54",sim,1.0
PED-101811,28/11/2024,"Monitor 27""",Periféricos,BA,Televendas,3,"R$ 1.498,59","11,5%","R$ 3.735,58",sim,4.0
PED-101812,11/05/2024,Cadeira Ergo,Mobiliário,RJ,Televendas,2,"R$ 1.959,95","10,4%","R$ 4.451,44",sim,4.0
PED-101813,10/01/2024,Mesa Ajustável,Mobiliário,SP,,1,"R$ 2.124,01","10,0%","R$ 1.910,89",sim,3.0
PED-101814,19/03/2024,Notebook Pro,Computadores,SP,Loja Física,3,"R$ 7.401,22","0,0%","R$ 27.279,90",sim,1.0
PED-101815,24/07/2025,Teclado Mecânico,Periféricos,RJ,Loja Física,2,"R$ 420,17","4,3%","R$ 1.035,92",sim,4.0
PED-101816,14/07/2024,Notebook Pro,Computadores,PR,Televendas,1,"R$ 6.325,82","10,1%","R$ 6.232,27",nao,4.0
PED-101817,12/02/2024,Notebook Pro,Computadores,RJ,Televendas,7,"R$ 6.745,71","3,2%","R$ 51.553,16",nao,4.0
PED-101818,30/03/2024,Notebook Pro,Computadores,MG,Televendas,1,"R$ 6.707,11","6,1%","R$ 7.735,76",sim,4.0
PED-101819,23/03/2024,Notebook Pro,Computadores,RJ,Marketplace,2,"R$ 6.848,26","18,2%","R$ 13.767,05",nao,4.0
PED-101820,28/08/2024,Cadeira Ergo,Mobiliário,SP,Loja Física,4,"R$ 2.122,64","4,2%","R$ 4.669,40",sim,1.0
PED-101821,19/03/2025,Teclado Mecânico,Periféricos,SP,Televendas,2,"R$ 402,24","8,9%","R$ 1.067,83",sim,3.0
PED-101822,30/05/2025,Cadeira Ergo,Mobiliário,SC,Loja Física,1,"R$ 1.787,58","13,6%","R$ 2.310,18",nao,5.0
PED-101823,03/06/2025,Notebook Pro,Computadores,MG,E-commerce,1,"R$ 6.551,17","7,4%","R$ 8.567,67",sim,5.0
PED-101824,05/09/2025,Cadeira Ergo,Mobiliário,SC,Loja Física,3,"R$ 1.915,26","4,4%","R$ 5.870,51",nao,2.0
PED-101825,18/05/2025,Cadeira Ergo,Mobiliário,RS,Televendas,2,"R$ 1.998,53","4,6%","R$ 5.701,15",sim,1.0
PED-101826,18/06/2024,Mesa Ajustável,Mobiliário,SP,Loja Física,1,"R$ 2.296,67","2,8%","R$ 2.674,99",sim,4.0
PED-101827,16/10/2024,Cadeira Ergo,Mobiliário,SP,Loja Física,1,"R$ 1.875,25","5,3%","R$ 1.584,60",sim,2.0
PED-101828,18/02/2025,Mouse Sem Fio,Periféricos,SP,E-commerce,3,"R$ 165,74","0,0%","R$ 666,73",nao,3.0
PED-101829,23/04/2024,Webcam HD,Áudio,SP,Marketplace,3,"R$ 306,34","9,3%","R$ 1.065,24",nao,5.0
PED-101830,15/03/2025,Headset,Áudio,MG,Marketplace,7,"R$ 348,60","7,0%","R$ 3.306,99",sim,4.0
PED-101831,23/01/2024,Mesa Ajustável,Mobiliário,SP,Marketplace,2,"R$ 2.531,65","9,8%","R$ 4.567,97",sim,4.0
PED-101832,23/05/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,3,"R$ 2.627,88","0,0%","R$ 9.986,36",sim,2.0
PED-101833,28/06/2025,Cadeira Ergo,Mobiliário,PR,E-commerce,1,"R$ 1.853,53","16,9%","R$ 2.175,74",nao,4.0
PED-101834,23/07/2024,Cadeira Ergo,Mobiliário,SP,Marketplace,2,"R$ 1.858,11","4,0%","R$ 3.911,70",nao,1.0
PED-101835,17/09/2025,Cadeira Ergo,Mobiliário,BA,E-commerce,2,"R$ 1.766,95","11,7%","R$ 3.333,18",sim,1.0
PED-101836,21/06/2025,Teclado Mecânico,Periféricos,MG,E-commerce,2,"R$ 422,44","7,5%","R$ 1.103,85",sim,4.0
PED-101837,05/06/2024,Headset,Áudio,MG,E-commerce,8,"R$ 344,71","2,7%","R$ 3.215,35",nao,3.0
PED-101838,12/08/2025,Cadeira Ergo,Mobiliário,SP,Televendas,2,"R$ 1.878,25","11,0%","R$ 3.878,46",nao,4.0
PED-101839,08/07/2025,Headset,Áudio,SP,E-commerce,1,"R$ 356,15","4,9%","R$ 436,03",nao,2.0
PED-101840,21/09/2025,Mesa Ajustável,Mobiliário,SP,Marketplace,3,"R$ 2.111,47","3,9%","R$ 6.506,90",sim,5.0
PED-101841,14/09/2024,Notebook Pro,Computadores,RJ,Televendas,2,"R$ 7.122,02","8,9%","R$ 11.852,78",nao,5.0
PED-101842,03/08/2025,Headset,Áudio,SP,Loja Física,2,"R$ 349,40","12,8%","R$ 707,44",sim,5.0
PED-101843,18/07/2024,Headset,Áudio,SP,Marketplace,3,"R$ 370,28","11,0%","R$ 1.083,17",sim,3.0
PED-101844,15/08/2024,Mouse Sem Fio,Periféricos,SP,Televendas,4,"R$ 177,56","6,6%","R$ 380,63",nao,2.0
PED-101845,19/11/2024,Headset,Áudio,SP,Televendas,4,"R$ 311,29","8,5%","R$ 1.070,14",nao,5.0
PED-101846,19/08/2024,Webcam HD,Áudio,SP,Televendas,6,"R$ 314,38","8,6%","R$ 989,40",nao,1.0
